DUA;Item;Fecha;A�o;Importador;RUC;Regimen;C�digo NCM;Aduana;V�a Transporte;Nombre Transportista;Manifiesto;Conocimiento;Puerto de Embarque;Pa�s de Origen;Pais de Procedencia;Cantidad Comercial;Unidad de Medida;Cant. VF;U.V.F.;Bultos;Tipo de Bulto;U$S FOB;U$S FOB Unit.;U$S CIF;U$S Unitario;U$S Flete;Kgs. Netos;TN Netos;Kgs. Brutos;Proveedor;Marca;Descripci�n de Mercader�a;Descripci�n para Filtro
118-267621;0001;21/06/2013;2013;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;INVERSIONES MARITIMAS UNI;20367-13;MOLU27801709360;LIRQU?N;Chile;Chile;49500;KILOGRAMO;49500;KILOGRAMO;36;BUL;84183.01;1.7;86685.29;1.75;1450;49500;49.5;50510;PETROQUIM S.A. HERNANDO DE AGUIRRE;PETROQUIM;POLIPROPILENO HOMOPOLIMERO,PETROQUIM,S/M, PH 1310;POLIPROPILENO HOMOPOLIMERO,PETROQUIM,S/M, PH 1310
118-334627;0001;31/07/2013;2013;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;39031900;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;01371-13;MSCUAU293492;ALTAMIRA;M�xico;M�xico;25000;KILOGRAMO;25000;KILOGRAMO;1000;BUL;45300;1.81;47316.25;1.89;1450;25000;25;25540;STYROLUTION MEXICANA SA DE CV AV. I;BASF;POLIESTIRENO,BASF,S/M, POLYSTYRENE 3601 25KG 5H4 1 BATCH/LOTE: ND33151C1 ARTICULO:50297487;POLIESTIRENO,BASF,S/M, POLYSTYRENE 3601 25KG 5H4 1 BATCH/LOTE: ND33151C1 ARTICULO:50297487
118-334749;0001;31/07/2013;2013;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;39033000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;01371-13;MSCUAU293278;ALTAMIRA;M�xico;M�xico;25000;KILOGRAMO;25000;KILOGRAMO;20;BUL;58050;2.32;60225.62;2.41;1450;25000;25;25620;STYROLUTION MEXICANA SA DE CV AV. I;BASF;TERLURAN GP-22,BASF,S/M, NATURAL, RESINA ABS 25KG SACO DE PE LOTE N1306B008 -16250 KG LOTE: N1306B009 - 8750 KG ,Cod.Producto: 50059375;TERLURAN GP-22,BASF,S/M, NATURAL, RESINA ABS 25KG SACO DE PE LOTE N1306B008 -16250 KG LOTE: N1306B009 - 8750 KG ,Cod.Producto: 50059375
118-372747;0001;22/08/2013;2013;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;39031900;MARITIMA DEL CALLAO;MARITIMO;AN TAYLOR Y CIA S.A.C.;20527-13;MAEU866338487;KRZZA;Corea del Sur;Corea del Sur;19;TONELADAS;19000;KILOGRAMO;760;BUL;37619;1979.95;39070;2056.32;1450;19000;19;19160;STYROLUTION KOREA LTD 5FLANDMARK T;STYROLUTION;POLIESTIRENO,STYROLUTION,S/M, STYROLUTION PS GR21 25KG BATCH/LOTE: 3280301 ,Cod.Producto: 50000323;POLIESTIRENO,STYROLUTION,S/M, STYROLUTION PS GR21 25KG BATCH/LOTE: 3280301 ,Cod.Producto: 50000323
118-430533;0001;25/09/2013;2013;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;39033000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;01669-13;MSCUAU343040;ALTAMIRA;M�xico;M�xico;25000;UNIDAD;25000;KILOGRAMO;20;BUL;58050;2.32;60225.62;2.41;1450;25000;25;25680;STYROLUTION MEXICANA S.A. DE C.V. A;TERLURAN;TERLURAN GP-22 NR,TERLURAN,S/M, 1000 SACOS DE 25KG CADA UNO EN 20 PALLETS LOTE N1307B012 RESINA ABS;TERLURAN GP-22 NR,TERLURAN,S/M, 1000 SACOS DE 25KG CADA UNO EN 20 PALLETS LOTE N1307B012 RESINA ABS
118-443020;0001;03/10/2013;2013;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;39031900;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;01747-13;MSCUAU345920;ALTAMIRA;M�xico;M�xico;25000;KILOGRAMO;25000;KILOGRAMO;20;BUL;45363;1.81;47380.03;1.9;1450;25000;25;25610;STYROLUTION MEXICANA S.A. DE C.V. A;STYROLUTION;POLIESTIRENO,STYROLUTION,S/M, STYROLUTION PS 3601 25KG BAG BATCH/LOTE: ND33215A 1000 BAGS X 25 KG 000000000050016011;POLIESTIRENO,STYROLUTION,S/M, STYROLUTION PS 3601 25KG BAG BATCH/LOTE: ND33215A 1000 BAGS X 25 KG 000000000050016011
118-459109;0001;15/10/2013;2013;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;NAUTILIUS S.A.;01809-13;SMLU3483823A;HOUSTON;Estados Unidos;Estados Unidos;30000;KILOGRAMO;30000;KILOGRAMO;1200;BUL;48000;1.6;51600;1.72;3000;30000;30;30202.85;GEOCHEM INTERNATIONAL LLC;S/M;POLIETILENO LINEAL DE BAJA DENSIDAD,S/M,S/M, LLDPE GA574-189 EMBALAJE 1200 SACOS DE PLASTICO DE 25KG;POLIETILENO LINEAL DE BAJA DENSIDAD,S/M,S/M, LLDPE GA574-189 EMBALAJE 1200 SACOS DE PLASTICO DE 25KG
118-459109;0002;15/10/2013;2013;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;NAUTILIUS S.A.;01809-13;SMLU3483823A;HOUSTON;Estados Unidos;Estados Unidos;22500;KILOGRAMO;22500;KILOGRAMO;900;BUL;36000;1.6;38700;1.72;2250;22500;22.5;22652.14;GEOCHEM INTERNATIONAL LLC;S/M;POLIETILENO DE ALTA DENSIDAD,S/M,S/M, HDPE H5618 EMBALAJE: 900 SACOS DE PLASTICO DE 25KG;POLIETILENO DE ALTA DENSIDAD,S/M,S/M, HDPE H5618 EMBALAJE: 900 SACOS DE PLASTICO DE 25KG
118-501657;0001;08/11/2013;2013;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR Y CIA S.A.C.;20711-13;MAEU866130040;JUBAIL;Arabia Saudi;Estados Unidos;22;TONELADAS;22000;KILOGRAMO;880;BUL;34313.33;1559.7;37288.91;1694.95;2546.67;22000;22;22510;SAUDI POLYOLEFINS COMPANY P O BOX 3;S/M;POLIPROPILENO,S/M,S/M, GRADO: HP401R, RESINA SINTETICA EN ESTADO VIRGEN LOTE: PP0749401, EN 880 BOLSAS;POLIPROPILENO,S/M,S/M, GRADO: HP401R, RESINA SINTETICA EN ESTADO VIRGEN LOTE: PP0749401, EN 880 BOLSAS
118-508705;0001;14/11/2013;2013;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;NAUTILIUS S.A.;01993-13;SMLU3520749A;HOUSTON;Estados Unidos;Estados Unidos;35000;KILOGRAMO;35000;KILOGRAMO;1400;BUL;55100;1.57;58788.75;1.68;3000;35000;35;35050;GEOCHEM INTERNATIONAL LLC;S/M;POLIETILENO DE BAJA DENSIDAD,S/M,S/M, LLDPE GA574-189 POLIETILENO LINEAL DE BAJA DENSIDAD 1400 SACOS DE PLASTICO DE 25KG;POLIETILENO DE BAJA DENSIDAD,S/M,S/M, LLDPE GA574-189 POLIETILENO LINEAL DE BAJA DENSIDAD 1400 SACOS DE PLASTICO DE 25KG
118-550990;0001;12/12/2013;2013;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;NAUTILIUS S.A.;02152-13;SMLU3540285A;HOUSTON;Estados Unidos;Estados Unidos;35000;KILOGRAMO;35000;KILOGRAMO;1400;BUL;54400;1.55;58080;1.66;3000;35000;35;35140;GEOCHEM INTERNATIONAL LLC;S/M;POLIETILENO DE ALTA DENSIDAD,S/M,S/M, HDPE H5618 EMBALAJE: 1,400 SACOS DE PLASTICO DE 25KG;POLIETILENO DE ALTA DENSIDAD,S/M,S/M, HDPE H5618 EMBALAJE: 1,400 SACOS DE PLASTICO DE 25KG
118-552471;0001;13/12/2013;2013;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR Y CIA S.A.C.;20786-13;MAEU951167678;KRZZA;Corea del Sur;Estados Unidos;18000;KILOGRAMO;18000;KILOGRAMO;720;BUL;28198.61;1.57;29458.97;1.64;907.88;18000;18;18840;GEOCHEM INTERNATIONAL LLC 1900 SUM;S/M;POLIETILENO DE ALTA DENSIDAD,S/M,S/M, HDPE5502 720 SACO DE PLASTICO DE 25KG LOT:1310162D{18MT};POLIETILENO DE ALTA DENSIDAD,S/M,S/M, HDPE5502 720 SACO DE PLASTICO DE 25KG LOT:1310162D{18MT}
118-554836;0001;14/12/2013;2013;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;28211010;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;02122-13;LTJCLL1303786;NINGBO;China;Hong Kong;50;TONELADAS;50000;KILOGRAMO;2000;BUL;50000;1000;52136;1042.72;1386;50000;50;50720;SHUN TUNG BROTHERS CO;S/M;OXIDO ROJO  N° 130,S/M,S/M, IRON OXIDE RED Nª 130A 2000 BAG DE 25 KG C/U / PIGMENTO PO NO. I-13/635;OXIDO ROJO  N° 130,S/M,S/M, IRON OXIDE RED Nª 130A 2000 BAG DE 25 KG C/U / PIGMENTO PO NO. I-13/635
118-005798;0001;07/01/2014;2014;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;73211190;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;20836-13;MAEU867836228;HUANGPU;China;China;1;UNIDAD;1;UNIDAD;256;BUL;606.63;606.63;667.41;667.41;44.1;236;0.236;236;GUANGZHOU ZHENGYU TRADING CO. LTD.;S/M;COCINA CON 02 MOTOR  A GAS,S/M,S/M, DISTRIBUIDOR DE AIRE  ,180*110/126CM A GAS;COCINA CON 02 MOTOR  A GAS,S/M,S/M, DISTRIBUIDOR DE AIRE  ,180*110/126CM A GAS
118-005798;0002;07/01/2014;2014;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;73211190;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;20836-13;MAEU867836228;HUANGPU;China;China;2;UNIDAD;2;UNIDAD;0;BUL;1213.26;606.63;1334.83;667.42;88.21;472;0.472;472;GUANGZHOU ZHENGYU TRADING CO. LTD.;S/M;COCINA SIN MOTOR A GAS,S/M,S/M, 1800*1100*1260 A GAS;COCINA SIN MOTOR A GAS,S/M,S/M, 1800*1100*1260 A GAS
118-005798;0003;07/01/2014;2014;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;73211119;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;20836-13;MAEU867836228;HUANGPU;China;China;1;UNIDAD;1;UNIDAD;0;BUL;214.94;214.94;236.47;236.47;15.62;83.62;0.08362;83.62;GUANGZHOU ZHENGYU TRADING CO. LTD.;S/M;COCINA 01 HORNILLA,S/M,S/M, 700*800*1260;COCINA 01 HORNILLA,S/M,S/M, 700*800*1260
118-005798;0004;07/01/2014;2014;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;73211190;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;20836-13;MAEU867836228;HUANGPU;China;China;1;UNIDAD;1;UNIDAD;0;BUL;939.08;939.08;1033.18;1033.18;68.28;365.33;0.36533;365.33;GUANGZHOU ZHENGYU TRADING CO. LTD.;S/M;VAPORIZADOR 03 PUERTAS,S/M,S/M, A GAS 900*950*1900 PARA COCINAR C/CABLE TERMOSTATO ,PILA ,VALVULA DE SEGURIDAD ,ENCENDEDOR;VAPORIZADOR 03 PUERTAS,S/M,S/M, A GAS 900*950*1900 PARA COCINAR C/CABLE TERMOSTATO ,PILA ,VALVULA DE SEGURIDAD ,ENCENDEDOR
118-005798;0005;07/01/2014;2014;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;94032000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;20836-13;MAEU867836228;HUANGPU;China;China;2;UNIDAD;2;UNIDAD;0;BUL;336.27;168.14;364.92;182.46;24.45;130.82;0.13082;130.82;GUANGZHOU ZHENGYU TRADING CO. LTD.;S/M;ESTANTE 04 PISOS,S/M,S/M, ACERO-1200*500*1500;ESTANTE 04 PISOS,S/M,S/M, ACERO-1200*500*1500
118-005798;0006;07/01/2014;2014;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;94032000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;20836-13;MAEU867836228;HUANGPU;China;China;2;UNIDAD;2;UNIDAD;0;BUL;171.95;85.98;186.59;93.3;12.5;66.89;0.06689;66.89;GUANGZHOU ZHENGYU TRADING CO. LTD.;S/M;ESTANTES 02 PISOS,S/M,S/M, ACERO 180*35*90;ESTANTES 02 PISOS,S/M,S/M, ACERO 180*35*90
118-005798;0007;07/01/2014;2014;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;94032000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;20836-13;MAEU867836228;HUANGPU;China;China;1;UNIDAD;1;UNIDAD;0;BUL;71.64;71.64;77.74;77.74;5.21;27.87;0.02787;27.87;GUANGZHOU ZHENGYU TRADING CO. LTD.;S/M;ESTANTES 02 PISOS,S/M,S/M, ACERO 150*35*90CM;ESTANTES 02 PISOS,S/M,S/M, ACERO 150*35*90CM
118-005798;0008;07/01/2014;2014;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;94032000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;20836-13;MAEU867836228;HUANGPU;China;China;2;UNIDAD;2;UNIDAD;0;BUL;78.33;39.17;84.99;42.5;5.69;30.47;0.03047;30.47;GUANGZHOU ZHENGYU TRADING CO. LTD.;S/M;REPISA PARA PARED  ACERO,S/M,S/M, 100*35*25;REPISA PARA PARED  ACERO,S/M,S/M, 100*35*25
118-005798;0009;07/01/2014;2014;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;94032000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;20836-13;MAEU867836228;HUANGPU;China;China;2;UNIDAD;2;UNIDAD;0;BUL;750.88;375.44;814.85;407.43;54.59;292.12;0.29212;292.12;GUANGZHOU ZHENGYU TRADING CO. LTD.;S/M;MESA DE TRABAJO ACERO,S/M,S/M, 180*80*80;MESA DE TRABAJO ACERO,S/M,S/M, 180*80*80
118-005798;0010;07/01/2014;2014;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;87168010;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;20836-13;MAEU867836228;HUANGPU;China;China;1;UNIDAD;1;UNIDAD;0;BUL;196.79;196.79;214.04;214.04;14.3;76.56;0.07656;76.56;GUANGZHOU ZHENGYU TRADING CO. LTD.;S/M;COCHE C/RUEDA 03 PISOS,S/M,S/M, ACERO 150*80*80;COCHE C/RUEDA 03 PISOS,S/M,S/M, ACERO 150*80*80
118-005798;0011;07/01/2014;2014;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;87168010;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;20836-13;MAEU867836228;HUANGPU;China;China;1;UNIDAD;1;UNIDAD;0;BUL;149.98;149.98;163.13;163.13;10.9;58.35;0.05835;58.35;GUANGZHOU ZHENGYU TRADING CO. LTD.;S/M;COCHE C/RUEDA 02 PISOS,S/M,S/M, ACERO 150*75*80;COCHE C/RUEDA 02 PISOS,S/M,S/M, ACERO 150*75*80
118-005798;0012;07/01/2014;2014;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;94032000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;20836-13;MAEU867836228;HUANGPU;China;China;1;UNIDAD;1;UNIDAD;0;BUL;140.43;140.43;152.39;152.39;10.21;54.63;0.05463;54.63;GUANGZHOU ZHENGYU TRADING CO. LTD.;S/M;MESA CON LAVADERO -ACERO,S/M,S/M, 180*75*95;MESA CON LAVADERO -ACERO,S/M,S/M, 180*75*95
118-005798;0013;07/01/2014;2014;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;94032000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;20836-13;MAEU867836228;HUANGPU;China;China;1;UNIDAD;1;UNIDAD;0;BUL;112.72;112.72;122.31;122.31;8.19;43.85;0.04385;43.85;GUANGZHOU ZHENGYU TRADING CO. LTD.;S/M;MESA DE TRABAJO 02 PISOS,S/M,S/M, ACERO 100*75*95;MESA DE TRABAJO 02 PISOS,S/M,S/M, ACERO 100*75*95
118-005798;0014;07/01/2014;2014;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;73241000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;20836-13;MAEU867836228;HUANGPU;China;China;1;UNIDAD;1;UNIDAD;0;BUL;177.68;177.68;195.48;195.48;12.92;69.12;0.06912;69.12;GUANGZHOU ZHENGYU TRADING CO. LTD.;S/M;LAVADERO DOBLE,S/M,S/M, ACERO 197*75*95;LAVADERO DOBLE,S/M,S/M, ACERO 197*75*95
118-005798;0015;07/01/2014;2014;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;73241000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;20836-13;MAEU867836228;HUANGPU;China;China;1;UNIDAD;1;UNIDAD;0;BUL;203.48;203.48;223.86;223.86;14.79;79.16;0.07916;79.16;GUANGZHOU ZHENGYU TRADING CO. LTD.;S/M;LAVADERO TRIPLE,S/M,S/M, ACERO CON  REJILLA  TAPON , MALLA PARA LAVADERO ,CAÑO 180*75*95;LAVADERO TRIPLE,S/M,S/M, ACERO CON  REJILLA  TAPON , MALLA PARA LAVADERO ,CAÑO 180*75*95
118-005798;0016;07/01/2014;2014;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;84146000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;20836-13;MAEU867836228;HUANGPU;China;China;1;UNIDAD;1;UNIDAD;0;BUL;983.03;983.03;1064.33;1064.33;71.47;382.43;0.38243;382.43;GUANGZHOU ZHENGYU TRADING CO. LTD.;S/M;CAMPANA,S/M,S/M, PARA COCINAR ,7000*1200*550;CAMPANA,S/M,S/M, PARA COCINAR ,7000*1200*550
118-005798;0017;07/01/2014;2014;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;69131000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;20836-13;MAEU867836228;HUANGPU;China;China;1;JUEGO;1;UNIDAD;0;BUL;40.12;40.12;44.23;44.23;2.91;15.61;0.01561;15.61;GUANGZHOU ZHENGYU TRADING CO. LTD.;S/M;FIGURA DE PORCELANA,S/M,S/M, 03 CHINITOS;FIGURA DE PORCELANA,S/M,S/M, 03 CHINITOS
118-005798;0018;07/01/2014;2014;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;69131000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;20836-13;MAEU867836228;HUANGPU;China;China;1;UNIDAD;1;UNIDAD;0;BUL;28.66;28.66;31.6;31.6;2.08;11.15;0.01115;11.15;GUANGZHOU ZHENGYU TRADING CO. LTD.;S/M;FIGURA DE PORCELANA,S/M,S/M, MOD. TETERA;FIGURA DE PORCELANA,S/M,S/M, MOD. TETERA
118-005798;0019;07/01/2014;2014;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;69131000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;20836-13;MAEU867836228;HUANGPU;China;China;2;UNIDAD;2;UNIDAD;0;BUL;19.1;9.55;21.05;10.53;1.38;7.43;0.00743;7.43;GUANGZHOU ZHENGYU TRADING CO. LTD.;S/M;FIGURA DE PORCELANA,S/M,S/M, JARRON;FIGURA DE PORCELANA,S/M,S/M, JARRON
118-005798;0020;07/01/2014;2014;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;69131000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;20836-13;MAEU867836228;HUANGPU;China;China;1;UNIDAD;1;UNIDAD;0;BUL;47;47;51.82;51.82;3.41;18.28;0.01828;18.28;GUANGZHOU ZHENGYU TRADING CO. LTD.;S/M;FIGURA DE PORCELANA,S/M,S/M, CHINITO;FIGURA DE PORCELANA,S/M,S/M, CHINITO
118-005798;0021;07/01/2014;2014;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;69131000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;20836-13;MAEU867836228;HUANGPU;China;China;4;UNIDAD;4;UNIDAD;0;BUL;160.49;40.12;176.96;44.24;11.66;62.43;0.06243;62.43;GUANGZHOU ZHENGYU TRADING CO. LTD.;S/M;FLORERO PORCELANA,S/M,S/M, CON LETRA CHINA;FLORERO PORCELANA,S/M,S/M, CON LETRA CHINA
118-005798;0022;07/01/2014;2014;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;69131000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;20836-13;MAEU867836228;HUANGPU;China;China;2;UNIDAD;2;UNIDAD;0;BUL;22.92;11.46;25.26;12.63;1.66;8.92;0.00892;8.92;GUANGZHOU ZHENGYU TRADING CO. LTD.;S/M;FIGURA DE PORCELANA,S/M,S/M, BALDE GDE. PORCELANA Y JARRON;FIGURA DE PORCELANA,S/M,S/M, BALDE GDE. PORCELANA Y JARRON
118-005798;0023;07/01/2014;2014;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;69131000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;20836-13;MAEU867836228;HUANGPU;China;China;1;UNIDAD;1;UNIDAD;0;BUL;5.73;5.73;6.31;6.31;0.41;2.23;0.00223;2.23;GUANGZHOU ZHENGYU TRADING CO. LTD.;S/M;FIGURA DE PORCELANA,S/M,S/M, BALDE CHICO ,PORCELANA;FIGURA DE PORCELANA,S/M,S/M, BALDE CHICO ,PORCELANA
118-005798;0024;07/01/2014;2014;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;69131000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;20836-13;MAEU867836228;HUANGPU;China;China;1;UNIDAD;1;UNIDAD;0;BUL;28.18;28.18;31.06;31.06;2.04;10.96;0.01096;10.96;GUANGZHOU ZHENGYU TRADING CO. LTD.;S/M;FIGURA DE PORCELANA,S/M,S/M, CHINITO;FIGURA DE PORCELANA,S/M,S/M, CHINITO
118-005798;0025;07/01/2014;2014;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;69131000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;20836-13;MAEU867836228;HUANGPU;China;China;3;UNIDAD;3;UNIDAD;0;BUL;100.3;33.43;110.59;36.86;7.29;39.02;0.03902;39.02;GUANGZHOU ZHENGYU TRADING CO. LTD.;S/M;FIGURA DE PORCELANA,S/M,S/M, GATO CHINO SUERTE;FIGURA DE PORCELANA,S/M,S/M, GATO CHINO SUERTE
118-005798;0026;07/01/2014;2014;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;85161000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;20836-13;MAEU867836228;HUANGPU;China;China;2;UNIDAD;2;UNIDAD;0;BUL;91.71;45.86;99.97;49.99;6.66;35.67;0.03567;35.67;GUANGZHOU ZHENGYU TRADING CO. LTD.;S/M;HERVIDOR  ELECTRICO,S/M,S/M, ACERO FQ-106 6KW 380V;HERVIDOR  ELECTRICO,S/M,S/M, ACERO FQ-106 6KW 380V
118-005798;0027;07/01/2014;2014;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;85169000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;20836-13;MAEU867836228;HUANGPU;China;China;2;UNIDAD;2;UNIDAD;0;BUL;45.85;22.93;49.98;24.99;3.33;17.84;0.01784;17.84;GUANGZHOU ZHENGYU TRADING CO. LTD.;S/M;BASE DE HERVIDOR ELECTRICO,S/M,S/M, ACERO FQ-106;BASE DE HERVIDOR ELECTRICO,S/M,S/M, ACERO FQ-106
118-005798;0028;07/01/2014;2014;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;96170000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;20836-13;MAEU867836228;HUANGPU;China;China;3;UNIDAD;3;UNIDAD;0;BUL;68.78;22.93;75.15;25.05;5;26.75;0.02675;26.75;GUANGZHOU ZHENGYU TRADING CO. LTD.;S/M;THERMO 50 LT. PARA AGUA,S/M,S/M, 50LT, PARA AGUA;THERMO 50 LT. PARA AGUA,S/M,S/M, 50LT, PARA AGUA
118-005798;0029;07/01/2014;2014;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;87168010;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;20836-13;MAEU867836228;HUANGPU;China;China;10;UNIDAD;10;UNIDAD;0;BUL;238.83;23.88;259.77;25.98;17.36;92.91;0.09291;92.91;GUANGZHOU ZHENGYU TRADING CO. LTD.;S/M;COCHE CON RUEDA,S/M,S/M, ACERO;COCHE CON RUEDA,S/M,S/M, ACERO
118-005798;0030;07/01/2014;2014;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;46021100;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;20836-13;MAEU867836228;HUANGPU;China;China;100;UNIDAD;100;UNIDAD;0;BUL;5731.94;57.32;6206.01;62.06;416.76;2229.93;2.22993;2229.93;GUANGZHOU ZHENGYU TRADING CO. LTD.;S/M;CANASTA DE BAMBU,S/M,S/M, CHICO 18CM;CANASTA DE BAMBU,S/M,S/M, CHICO 18CM
118-005798;0031;07/01/2014;2014;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;46021100;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;20836-13;MAEU867836228;HUANGPU;China;China;200;UNIDAD;200;UNIDAD;0;BUL;152.85;0.76;165.48;0.83;11.11;59.46;0.05946;59.46;GUANGZHOU ZHENGYU TRADING CO. LTD.;S/M;CANASTA DE BAMBU,S/M,S/M, GRANDE 23CM;CANASTA DE BAMBU,S/M,S/M, GRANDE 23CM
118-005798;0032;07/01/2014;2014;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;82119100;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;20836-13;MAEU867836228;HUANGPU;China;China;2;UNIDAD;2;UNIDAD;0;BUL;7.45;3.73;8.19;4.1;0.54;2.89;0.00289;2.89;GUANGZHOU ZHENGYU TRADING CO. LTD.;S/M;CUCHILLO 27CM,S/M,S/M,;CUCHILLO 27CM,S/M,S/M,
